Order_No,Time from Pickup to Arrival
Order_No_10748,1561.9361214427136
Order_No_14694,1898.0794832046668
Order_No_770,619.4269006478863
Order_No_18197,2238.236068672015
Order_No_9912,1486.5530113780205
Order_No_22717,1646.4508074921125
Order_No_18083,2134.6315215736195
Order_No_12583,1599.2183854925534
Order_No_22632,1700.9834362638446
Order_No_4880,1678.3902456250598
Order_No_12810,1567.0053976324652
Order_No_2063,3348.8928104000097
Order_No_9551,2416.738261790729
Order_No_27011,1051.210544504167
Order_No_20384,1360.4311223624773
Order_No_3763,2052.2269667525343
Order_No_3509,1736.172660241844
Order_No_2022,1373.2946149337606
Order_No_13676,799.8656182318028
Order_No_9937,2443.2503251554613
Order_No_15654,1440.124872124501
Order_No_14109,1592.1502465177127
Order_No_26186,2199.884647201843
Order_No_21191,1653.2722284658612
Order_No_26286,2304.434128521027
Order_No_604,1627.5309602787108
Order_No_992,1223.1299217525902
Order_No_7864,1517.75460112349
Order_No_18376,1286.9178984839327
Order_No_5211,1743.6196602734074
Order_No_27555,1547.1852207711
Order_No_422,1627.8755059370105
Order_No_23957,1971.6955915347296
Order_No_5160,1537.6250480771796
Order_No_26753,1390.6832700631055
Order_No_19,1094.6186284996074
Order_No_13259,686.0645772018179
Order_No_11590,1385.9864022143686
Order_No_11985,920.9827407367646
Order_No_27926,2617.0455026249565
Order_No_13741,1058.3906938093514
Order_No_17511,1695.9760080445358
Order_No_26584,1745.2704058526087
Order_No_13445,603.1702949289756
Order_No_4913,1398.5983733872213
Order_No_21219,1498.3955057441344
Order_No_4408,1424.427913947622
Order_No_9870,1552.8919090949732
Order_No_14238,705.3474852744348
Order_No_19546,2057.159353762292
Order_No_26108,711.2101120140816
Order_No_26201,2017.63947438958
Order_No_24974,1007.7080019854327
Order_No_9615,1071.113648787912
Order_No_2834,3179.8525445117048
Order_No_15606,1661.0986850523334
Order_No_11003,1901.240687923768
Order_No_22545,2083.38693647724
Order_No_2406,1599.2730904874913
Order_No_17275,2719.237307547737
Order_No_27554,1967.932531843428
Order_No_23149,1499.234848021559
Order_No_7487,1383.9987631852857
Order_No_10848,1465.0276233498153
Order_No_3046,2150.7155780363532
Order_No_9768,2012.1391723022095
Order_No_19617,1326.1797114162473
Order_No_18496,2101.7509866028563
Order_No_1603,1762.5461249874497
Order_No_20497,1133.3713037025682
Order_No_5508,1672.8903056483634
Order_No_19842,1016.2836994342307
Order_No_20876,482.7886743965737
Order_No_21241,1486.3969952055575
Order_No_17953,1463.1762960506985
Order_No_10050,2086.839465042818
Order_No_22194,680.0724122231422
Order_No_5648,441.42324128103246
Order_No_27900,1255.599470119685
Order_No_746,1131.6644972801296
Order_No_3847,1447.3629588090496
Order_No_1598,1556.2784494093594
Order_No_22786,1813.3696793601648
Order_No_25276,1803.9985793388714
Order_No_13893,1867.4641749980888
Order_No_20758,1044.5675135654021
Order_No_19899,1428.1224791407385
Order_No_8677,1709.9148348399704
Order_No_5128,1676.201843957164
Order_No_22829,542.3652053890928
Order_No_9985,1758.0134257651898
Order_No_8283,2435.1210365673924
Order_No_19025,1584.0345688890466
Order_No_11038,2113.5022626600785
Order_No_1035,1021.5095760166678
Order_No_19389,651.3286296006936
Order_No_16622,1010.9847356932968
Order_No_21081,1537.5439335884146
Order_No_15231,2114.5804454493573
Order_No_4134,1840.5908798225955
Order_No_7657,2878.206547376832
Order_No_27593,1769.8044715496164
Order_No_13743,1888.1205224660025
Order_No_20259,2725.4593343992397
Order_No_20812,1631.7207386916268
Order_No_1780,2638.3318300675764
Order_No_11349,1462.7580054316877
Order_No_22231,505.1955544367229
Order_No_21473,1492.0731838667216
Order_No_27152,1799.6284203990745
Order_No_22681,1494.8531560905194
Order_No_25761,2215.383475062359
Order_No_6857,1607.8671832727648
Order_No_24918,2348.108145557033
Order_No_22751,894.8156815091153
Order_No_12845,2338.282467616804
Order_No_17648,2000.156874541581
Order_No_24800,3588.7555943635907
Order_No_7691,1629.4233841288171
Order_No_22603,2437.5988347857874
Order_No_2216,2967.5229944829057
Order_No_25149,696.2494612592654
Order_No_27124,2382.173769048046
Order_No_4179,1210.9266716219718
Order_No_8437,2731.068631215874
Order_No_11300,952.9010450242786
Order_No_13096,1402.618613192617
Order_No_1970,2103.020412147665
Order_No_26199,1626.351892297107
Order_No_12045,1599.0406704506113
Order_No_1697,1647.5649327675146
Order_No_25833,2142.08413334899
Order_No_7496,973.2713641169483
Order_No_15974,1557.8894704203412
Order_No_7795,1725.6933313729917
Order_No_4013,2202.8757764936113
Order_No_4713,667.4235116992877
Order_No_13495,2081.729194625072
Order_No_22849,1692.2554755214167
Order_No_7987,1524.1739852949395
Order_No_12190,2354.8374277563003
Order_No_20042,1048.8401790367006
Order_No_6806,1682.2299349868554
Order_No_26633,1024.6597218198967
Order_No_15008,1510.9833544610392
Order_No_12960,2109.9199803008028
Order_No_19959,1316.0788138040898
Order_No_3209,1752.3111222951845
Order_No_23001,1297.4711531747396
Order_No_16257,1393.0687456617395
Order_No_4580,2117.711041281329
Order_No_15284,890.5007025418982
Order_No_6601,1637.644427065252
Order_No_24044,1224.140517851085
Order_No_22559,1258.5653124207256
Order_No_24068,1729.2159990655582
Order_No_14519,1633.8476106470716
Order_No_3398,1760.0513878197908
Order_No_8523,2362.967278569953
Order_No_19478,1575.249436516644
Order_No_17187,1133.3776999660859
Order_No_26742,1056.1871232171345
Order_No_8015,2054.6988055015845
Order_No_1137,1330.9874510846366
Order_No_24167,1327.1768672938724
Order_No_795,2420.5098526934617
Order_No_9222,2415.9795517114544
Order_No_3754,2963.358772511805
Order_No_9041,2218.2580201351666
Order_No_6463,990.866283765572
Order_No_26555,1659.1423712190592
Order_No_3417,1923.1198763417199
Order_No_27049,1158.0441890754155
Order_No_9266,1938.1402514787478
Order_No_9614,2059.840140929038
Order_No_25693,2235.1243721349747
Order_No_1316,1804.3180614759328
Order_No_25643,1732.4016825804138
Order_No_3133,1473.2672288510748
Order_No_127,2374.331005999217
Order_No_6555,2545.860204891544
Order_No_15220,3166.629687191469
Order_No_7133,1856.8546908832889
Order_No_4825,483.4161512675728
Order_No_27366,824.6879726116748
Order_No_2518,469.557581156123
Order_No_9022,1476.487110009164
Order_No_1843,1112.4659745065146
Order_No_5958,1230.5528240595104
Order_No_7580,1155.6976075328655
Order_No_18310,1551.6187676711504
Order_No_11919,794.0195342808673
Order_No_27726,367.87241995064863
Order_No_14941,1057.0644092608563
Order_No_8286,937.1136584263097
Order_No_549,513.81216199341
Order_No_740,561.1144563145881
Order_No_19288,458.53628753763945
Order_No_10012,504.496227993659
Order_No_793,1362.8437936920473
Order_No_11383,2489.0904880684684
Order_No_24806,1190.202257650186
Order_No_19100,2368.117415316885
Order_No_8701,1538.8080733956397
Order_No_12416,1905.3236308967264
Order_No_25769,2196.929602213766
Order_No_27411,1390.0107503715208
Order_No_25715,1742.5025376100675
Order_No_16445,2404.5723326883913
Order_No_241,2271.9116197450585
Order_No_2844,1020.2730614010595
Order_No_16956,2105.3901771044057
Order_No_1158,1176.7077025868641
Order_No_9928,1922.3353028533456
Order_No_13231,1153.0590883936675
Order_No_4195,1803.6067428220706
Order_No_4712,1176.8015029333185
Order_No_16210,1862.5750837833332
Order_No_1247,400.1785502876101
Order_No_14515,1583.1355964917254
Order_No_3568,1195.5323538962402
Order_No_226,1911.5348306400408
Order_No_23818,867.3498153087802
Order_No_10479,1051.6527297613156
Order_No_19763,1190.8359640366486
Order_No_6505,1541.6362628329664
Order_No_18491,786.592180045729
Order_No_23272,1859.1569566228134
Order_No_19623,1708.0494544355315
Order_No_1594,2136.4382136057247
Order_No_16664,1300.9633955221798
Order_No_16251,1923.6909379252172
Order_No_23679,872.654246776452
Order_No_17431,3120.1313143537627
Order_No_7651,1524.3077205673908
Order_No_5041,2571.1859050453063
Order_No_1154,1928.4779782913974
Order_No_4612,1789.985239104426
Order_No_20096,2315.127479256305
Order_No_2752,901.1225830565089
Order_No_2149,1483.1805944892694
Order_No_6783,1969.7511946417508
Order_No_15749,1395.5103468427842
Order_No_21425,2091.138720176852
Order_No_20091,1341.6607968607425
Order_No_21776,1449.6774284154815
Order_No_20979,594.3143561073083
Order_No_2734,2115.4777251191554
Order_No_18658,1171.4938610918468
Order_No_4237,1368.6190772823174
Order_No_1467,1094.685011174588
Order_No_22601,2455.737204238365
Order_No_23381,1148.7540067441878
Order_No_24986,2352.248257853651
Order_No_2024,686.569485342683
Order_No_23431,1629.8854689960715
Order_No_9805,2364.9291983144576
Order_No_24307,759.0241837044597
Order_No_18028,658.3798912515776
Order_No_8422,2469.0753969883153
Order_No_15766,1709.1193018502674
Order_No_12299,1538.207720304432
Order_No_11789,2113.990817102895
Order_No_4724,1433.9377728825002
Order_No_4605,1525.6481810877829
Order_No_25181,1180.1758366806698
Order_No_4878,1097.6744731378076
Order_No_11186,816.4829316813211
Order_No_15725,1067.1126323933804
Order_No_6257,1299.1929738778274
Order_No_3554,2122.070513051798
Order_No_2253,1206.2341339823415
Order_No_11941,819.1844204047029
Order_No_15148,1105.8737469317948
Order_No_10767,522.0633601051468
Order_No_20567,1220.2284043573109
Order_No_14,2258.720477257872
Order_No_13804,1763.8980042297424
Order_No_11384,1368.7021235960801
Order_No_8519,862.2883305552914
Order_No_12484,1927.329853096142
Order_No_22268,406.2568259238124
Order_No_14555,1246.0061097596572
Order_No_22933,1188.4774714564066
Order_No_6677,1701.9130618534693
Order_No_5121,855.5311989729471
Order_No_15557,1326.9705966966958
Order_No_6759,1483.40862634744
Order_No_8734,2322.411008674748
Order_No_19072,2193.058096585659
Order_No_3852,1806.51899993732
Order_No_271,1484.44226046117
Order_No_11010,758.7555896579088
Order_No_13814,2000.8162855120406
Order_No_7965,1178.6298985027042
Order_No_23539,3092.2545873201616
Order_No_20086,651.8007276062654
Order_No_1115,867.4399224005119
Order_No_10660,1276.225109450499
Order_No_20407,1142.48981836444
Order_No_21179,585.0402991937826
Order_No_4254,2041.7158448555076
Order_No_6459,2069.1996860376253
Order_No_17421,2113.211861785365
Order_No_24782,1358.164327431217
Order_No_4122,1336.1497718910487
Order_No_14565,1334.6279622037055
Order_No_9456,1149.6723933487465
Order_No_25174,474.1503939852064
Order_No_26562,3148.7096597440704
Order_No_5941,2124.3697031371794
Order_No_917,2341.8050592625314
Order_No_10798,1107.2888226194336
Order_No_10477,1562.3507091715965
Order_No_27484,1284.5159339080365
Order_No_129,1793.9767526547455
Order_No_4213,988.8696166935644
Order_No_4286,1957.1218025492362
Order_No_17786,471.69775039780683
Order_No_24177,1834.8739605297744
Order_No_3329,467.3322138664025
Order_No_11427,782.3495578065867
Order_No_16670,2276.7095378940453
Order_No_12148,1335.1555309586493
Order_No_2553,343.92600844392473
Order_No_26620,1278.3225555754998
Order_No_16951,1504.5139044059704
Order_No_17925,2065.1798871476367
Order_No_26663,2032.5778187471606
Order_No_18097,1325.0363781067806
Order_No_16923,1357.1437107299953
Order_No_4282,613.0706991554416
Order_No_27807,1411.1774169513753
Order_No_1940,1402.8346028048636
Order_No_1969,1472.5117379452367
Order_No_9343,1846.4750374265714
Order_No_9828,1930.811959933295
Order_No_19011,2112.907633436882
Order_No_27410,794.9903643571743
Order_No_5687,1874.1982993418733
Order_No_17316,2502.4707860697613
Order_No_24039,1855.7644177147888
Order_No_26609,1152.7570231612044
Order_No_14150,1535.6518073781046
Order_No_28252,1864.1896550531476
Order_No_15590,1810.951423188797
Order_No_11312,1028.7459206311414
Order_No_17640,566.1031061216054
Order_No_5488,1782.4943712845652
Order_No_14797,1406.4085986129942
Order_No_12229,703.0050276571948
Order_No_8139,1362.625891364858
Order_No_26780,1905.154035785943
Order_No_13192,1174.4627006174505
Order_No_209,1673.1539816471725
Order_No_5007,2333.535098503402
Order_No_12310,1790.7126458571
Order_No_25770,1662.7071582019269
Order_No_25430,1355.626450307609
Order_No_20554,2647.805024428504
Order_No_16425,2047.8586961016767
Order_No_19715,1530.9957684431283
Order_No_8793,1473.1122097660989
Order_No_2336,1197.7108217317145
Order_No_21874,1806.6572466866346
Order_No_5393,1414.891764441738
Order_No_18543,988.6326047798012
Order_No_15876,1364.6162759684755
Order_No_18825,1982.9675851841253
Order_No_23711,3377.346569638367
Order_No_20919,1372.902109689292
Order_No_2355,1572.200682503384
Order_No_18298,844.2186012966357
Order_No_14643,1887.9485601192664
Order_No_8825,1480.977127254222
Order_No_10682,2719.5183199591866
Order_No_3250,1098.4403693604927
Order_No_14601,2321.782983651132
Order_No_25178,1405.7007465933857
Order_No_6802,3028.08065019049
Order_No_8211,2988.295067564679
Order_No_21061,1505.1178456788766
Order_No_25386,1157.561064311618
Order_No_5576,1233.1478792699872
Order_No_26885,1833.7788828301511
Order_No_3948,1276.8798097482213
Order_No_21615,1659.200011385119
Order_No_26627,2414.348127056241
Order_No_5252,656.3955955111305
Order_No_12446,1271.5444057188581
Order_No_3628,2796.566870318122
Order_No_3335,1297.6002826336335
Order_No_17725,1492.4051603420955
Order_No_26340,731.6593952788388
Order_No_16018,1589.9923842854187
Order_No_21213,919.4675373196953
Order_No_25339,787.7376933444176
Order_No_7935,1893.2548853810295
Order_No_575,2297.046290555096
Order_No_23816,1424.0438056296553
Order_No_10900,1698.9046806822007
Order_No_26274,1909.9569471002906
Order_No_24256,3056.230725740061
Order_No_19472,1084.296153072326
Order_No_23866,1718.5490622239593
Order_No_22068,1638.4007306709827
Order_No_24709,1545.1812428139526
Order_No_9210,880.0322932358104
Order_No_1434,1257.5447438216945
Order_No_2166,958.9656752584706
Order_No_848,1839.3649200556686
Order_No_137,1766.3919505478698
Order_No_315,1485.2430433040133
Order_No_12063,657.6323050654755
Order_No_9468,1736.2085310946566
Order_No_14429,1958.152712661671
Order_No_5467,1616.2708390829505
Order_No_11400,3096.560857248667
Order_No_12911,1702.4914015437823
Order_No_7819,1261.218915235775
Order_No_20842,1105.288985537656
Order_No_16509,1116.6814251120377
Order_No_6178,2245.2493005982833
Order_No_1004,2016.8930675105948
Order_No_17564,1483.876969136094
Order_No_16564,1052.1795721389353
Order_No_22489,1437.8394480188144
Order_No_7622,1816.0854789595176
Order_No_23096,1712.313392422977
Order_No_11629,1940.453906433133
Order_No_25861,1838.987447793159
Order_No_17601,1282.5555979268393
Order_No_22089,1703.1224707670624
Order_No_14350,3411.9769094106737
Order_No_2594,1648.5706884580138
Order_No_5593,3468.5769303300767
Order_No_17712,1266.5719810389564
Order_No_11760,1330.690749205396
Order_No_11206,1559.2716591044828
Order_No_1482,1325.351100273876
Order_No_24933,2380.492192544641
Order_No_10216,1281.5921062660057
Order_No_3917,2270.9414963034383
Order_No_28189,1119.16703489642
Order_No_5031,2616.505817421845
Order_No_19520,2284.642404522145
Order_No_2898,1615.9605593414544
Order_No_15424,2119.8464342899188
Order_No_20255,1323.1238652432605
Order_No_1675,1428.1299514439982
Order_No_11462,1774.7904142043647
Order_No_20361,1674.4469308316275
Order_No_18557,1593.8233168181125
Order_No_21344,1348.151890148389
Order_No_24835,1316.2871221527255
Order_No_2718,780.9462971380798
Order_No_16965,1737.226531386239
Order_No_1837,1307.720839168158
Order_No_3755,387.2988475861439
Order_No_5712,1242.9182941243146
Order_No_18465,742.7716084863878
Order_No_1723,1868.5066567501635
Order_No_21795,2363.1981566133763
Order_No_27129,999.805085023676
Order_No_23617,2487.560864639177
Order_No_2711,1981.0903255640005
Order_No_19525,1917.4132717133123
Order_No_19810,483.5165698636647
Order_No_12356,1171.9570604804996
Order_No_21467,1588.6002897303645
Order_No_6972,1322.8234873967974
Order_No_21915,761.6372828960158
Order_No_14794,1770.1312692704178
Order_No_17617,1449.8470969410644
Order_No_16636,1614.113734094717
Order_No_22797,1789.8916294106164
Order_No_27648,1354.5574043798842
Order_No_15093,1891.1003376838053
Order_No_3756,1294.2120533004636
Order_No_2485,3069.0239918952943
Order_No_24829,2563.839254704071
Order_No_10679,1190.9539977320235
Order_No_25675,1962.4674669576486
Order_No_14572,1717.577351910275
Order_No_17714,2061.8618330203267
Order_No_24329,1393.2646068946726
Order_No_12495,1610.9682788605369
Order_No_23033,1623.6236757533427
Order_No_28068,2465.448690268191
Order_No_21015,1073.0486426839723
Order_No_15215,1132.322708898204
Order_No_24322,569.2321076012395
Order_No_23835,1736.2242714109395
Order_No_11671,1574.7190262920722
Order_No_6552,1910.4042939113954
Order_No_18241,974.5207575437033
Order_No_25432,2520.096309551164
Order_No_4221,1110.533417847686
Order_No_4787,877.4923390970745
Order_No_19245,1569.917836942108
Order_No_204,2190.394696502839
Order_No_25589,1544.015221340096
Order_No_13936,713.6241096414979
Order_No_3971,1431.4364998154927
Order_No_3170,1207.509621188956
Order_No_16014,2289.6995514546093
Order_No_6768,1828.761079923579
Order_No_24862,1625.9973035345704
Order_No_22562,1702.1979598755224
Order_No_12432,754.3913027561066
Order_No_8941,1451.8312950514085
Order_No_25360,1620.8006009490146
Order_No_28008,1350.3215911875975
Order_No_20432,1354.9405462335562
Order_No_2741,1545.1071871646275
Order_No_18600,1185.8197049326645
Order_No_16525,1859.999804386616
Order_No_25182,936.1874666678723
Order_No_10193,653.4511656753892
Order_No_7413,337.4243606536711
Order_No_979,1171.408100283743
Order_No_8248,164.36111679237547
Order_No_21394,887.0845904366088
Order_No_5213,868.0947355516347
Order_No_13171,1024.3813262650747
Order_No_24917,1695.0872635237176
Order_No_16559,1796.217409000994
Order_No_6672,1759.1748267617459
Order_No_22936,1819.8251917309626
Order_No_22117,1360.4216526383334
Order_No_11296,1007.4438885300477
Order_No_804,1268.6970852952018
Order_No_6625,1705.7657826410232
Order_No_27922,1517.9599894922958
Order_No_22323,2023.3604950191018
Order_No_27305,1261.448849543909
Order_No_12360,1235.3542584217885
Order_No_12342,328.35350326972
Order_No_20022,1458.4160266663912
Order_No_12530,2016.557214927025
Order_No_15961,1212.7059897533418
Order_No_10095,2007.9049802983445
Order_No_15989,1552.1222488654114
Order_No_2713,1239.7143292866913
Order_No_25427,692.7972145207259
Order_No_4153,1105.5109664202698
Order_No_9471,956.0413942689573
Order_No_11454,1454.053103351014
Order_No_9220,1456.7164639129187
Order_No_12485,1689.5617915215937
Order_No_1622,1471.3129781400876
Order_No_17333,974.9979426244389
Order_No_26238,964.100582743742
Order_No_13035,1032.7683883246302
Order_No_19587,441.50009304643936
Order_No_6757,1679.8417957264264
Order_No_26537,1495.3960586555859
Order_No_9134,1612.6305904268609
Order_No_17134,1634.5854288344074
Order_No_7863,876.3530850000479
Order_No_19537,732.279883928024
Order_No_26487,1352.0954954064018
Order_No_10398,1547.9297008982485
Order_No_12912,1418.5063793295412
Order_No_22897,1995.6613495191268
Order_No_21917,1697.0501903730476
Order_No_13493,1655.4503538384745
Order_No_24755,1979.9444247952924
Order_No_20705,920.2975123685756
Order_No_4742,1013.4248261910834
Order_No_27058,997.6688638700433
Order_No_11845,2579.6902381856344
Order_No_14039,1362.6361557393684
Order_No_27063,1409.6213930712256
Order_No_11721,3022.2597119083875
Order_No_13901,1839.1675161198511
Order_No_7187,1515.0504770518453
Order_No_20622,1137.4460367583088
Order_No_22036,855.0212895947479
Order_No_22663,2652.5530087364027
Order_No_14490,1299.769151723216
Order_No_27705,1100.2393215779248
Order_No_15235,3025.2550069075237
Order_No_5369,687.6534973156378
Order_No_6066,433.5778984253938
Order_No_18856,1227.654550871559
Order_No_18709,526.5290661190757
Order_No_14458,399.25290648128436
Order_No_14489,866.1826558162811
Order_No_4582,1073.381488128778
Order_No_23990,2751.8916695287703
Order_No_22256,804.4328319286432
Order_No_9340,2673.332130709256
Order_No_18699,3704.310762876936
Order_No_23938,2568.1431826724147
Order_No_23827,2035.4623550638207
Order_No_9212,1865.9975057847128
Order_No_19099,1303.4325808328376
Order_No_23592,1016.9190346919733
Order_No_18107,936.0464985254021
Order_No_3453,749.2381360826347
Order_No_7370,917.9435435314464
Order_No_8134,1043.28654206775
Order_No_22286,1221.7998063343202
Order_No_28219,872.3990028337375
Order_No_16012,414.81564381913086
Order_No_23805,347.62834523579835
Order_No_25870,1425.782185806398
Order_No_13553,1563.0296978314673
Order_No_24079,1031.955681428526
Order_No_11269,1190.5511533580811
Order_No_16136,1738.6161803830344
Order_No_26532,777.3481332389201
Order_No_4235,932.979211028296
Order_No_8080,937.1666624276057
Order_No_26333,1327.9452204534118
Order_No_21737,2166.871012948548
Order_No_13149,1170.3848933067438
Order_No_26987,1615.1611173758083
Order_No_8058,1456.2193025992474
Order_No_12107,950.9486325020987
Order_No_23329,358.94177866212885
Order_No_26975,1501.2612446273945
Order_No_1753,168.13944442651155
Order_No_24166,1160.927773485173
Order_No_19972,414.95177706709364
Order_No_11773,1801.0884239811855
Order_No_22219,1234.7658926322854
Order_No_5755,1233.702154065506
Order_No_18090,1263.803923497189
Order_No_9086,1912.8980720448108
Order_No_1098,1145.4796971221367
Order_No_685,393.7215028038627
Order_No_20304,2015.0289045686166
Order_No_5580,1386.2264971227648
Order_No_6737,2076.61851999767
Order_No_25652,1469.1932038746108
Order_No_27257,1594.3542076539982
Order_No_27831,1957.844263253481
Order_No_11833,2998.745421598645
Order_No_17001,2646.7007102436396
Order_No_11810,514.5976320117044
Order_No_24652,456.9252898263076
Order_No_7453,2950.734322825425
Order_No_20727,1613.823457972205
Order_No_19824,2304.291420452355
Order_No_7639,928.856685065388
Order_No_399,1072.3486809576134
Order_No_10319,3198.42235049716
Order_No_1490,1390.4326482629983
Order_No_15474,1948.0657421184878
Order_No_23014,1941.5792292499102
Order_No_10973,1592.0107432059885
Order_No_4609,942.5250580403516
Order_No_25337,941.5196545845392
Order_No_4864,2463.546384878311
Order_No_7583,1535.2291585528385
Order_No_26624,1326.692459501539
Order_No_26354,1000.2103472291583
Order_No_14213,1394.3846179155514
Order_No_21982,973.9682005571468
Order_No_25521,1262.9705955530608
Order_No_22709,1289.7417694877167
Order_No_18064,795.3632588268811
Order_No_8311,1306.3480017891652
Order_No_21074,1180.5999608582442
Order_No_6267,2165.6767528248183
Order_No_28075,1573.746173579808
Order_No_25674,1188.5132623022073
Order_No_298,857.605879622919
Order_No_12062,830.7174055711603
Order_No_19967,1295.112619175119
Order_No_10697,517.7500544519426
Order_No_24993,1220.9506790448304
Order_No_7887,1010.7667629135394
Order_No_23644,1219.2164560444362
Order_No_15411,1163.2774039408926
Order_No_24396,704.3120952450937
Order_No_14364,2087.2038610356194
Order_No_22016,1201.4414918121474
Order_No_5014,313.3417072883404
Order_No_10341,1.0
Order_No_2344,624.3116186477217
Order_No_135,242.08515987461757
Order_No_23589,340.52479180915725
Order_No_1443,534.2253928893862
Order_No_26761,1.0
Order_No_14050,559.0157391137418
Order_No_18710,875.7857288975592
Order_No_2248,483.197356911056
Order_No_15712,375.68040300598113
Order_No_28255,1390.255836526785
Order_No_8856,1.0
Order_No_3305,1.0
Order_No_11360,1876.1301248843174
Order_No_8531,1.0
Order_No_6158,228.63277710304283
Order_No_27602,2871.717451009179
Order_No_24041,1246.780926113046
Order_No_40,583.6848651644686
Order_No_6191,2125.5714071590696
Order_No_9029,1135.893532143149
Order_No_2029,1516.2492437553376
Order_No_12477,1468.8552743283215
Order_No_3559,1372.5839037777332
Order_No_27853,2612.929012877612
Order_No_1735,2596.905699782052
Order_No_9746,1033.177192391784
Order_No_16696,1617.9440414570856
Order_No_342,2113.7212513070335
Order_No_180,2340.608181805328
Order_No_16209,2295.5243408914903
Order_No_270,1288.4909779662848
Order_No_6645,1384.2626518592588
Order_No_22276,3073.45550429586
Order_No_1908,1551.11936619239
Order_No_323,904.2217860164528
Order_No_9675,293.11309443246864
Order_No_26181,2065.537109012541
Order_No_1633,251.64077080824063
Order_No_2683,1447.3735564292292
Order_No_3768,1029.9561173234397
Order_No_931,958.3276190393955
Order_No_22579,1595.8361584068625
Order_No_1647,783.3116904576746
Order_No_21743,2007.6552275666907
Order_No_12272,793.205334121536
Order_No_5942,1450.7334844658035
Order_No_14594,746.0077310497581
Order_No_23524,2473.522153656333
Order_No_5495,1203.566181414455
Order_No_11062,1124.7192139077818
Order_No_20453,472.39914946952194
Order_No_9771,2031.4275622092534
Order_No_11840,1521.1258131920474
Order_No_10563,1694.3157165436426
Order_No_23322,1266.9087624694805
Order_No_20901,1407.1490904288166
Order_No_637,520.765230885585
Order_No_23825,1141.270262629938
Order_No_9557,1656.452318392121
Order_No_19261,519.6036179304157
Order_No_9160,1198.0480638511744
Order_No_4780,1119.5496338544908
Order_No_24959,1172.6630603344038
Order_No_4872,1577.1128162161713
Order_No_3710,1501.7787782228354
Order_No_8675,1581.5683706417713
Order_No_2657,1328.9878851973715
Order_No_11962,2546.5649685011176
Order_No_3808,1722.4521549184376
Order_No_18713,770.4611995941905
Order_No_12140,1812.546848997803
Order_No_17103,1379.7683776069696
Order_No_7739,1554.918540449793
Order_No_23698,1623.2137500350166
Order_No_20297,1154.412665444901
Order_No_27942,1324.5140177366648
Order_No_7479,1968.678109662704
Order_No_10671,2029.7486438331925
Order_No_7501,1136.8917084592194
Order_No_6464,1322.274069060435
Order_No_11981,1606.7279150021295
Order_No_28187,1294.998452609152
Order_No_18936,1854.8023445859815
Order_No_21154,1583.6776570472666
Order_No_23523,2108.9438357178387
Order_No_20406,1240.3870155368495
Order_No_23896,2437.1726606142274
Order_No_78,1512.7354392315992
Order_No_2292,622.861764746247
Order_No_14221,1459.510835734487
Order_No_17710,1660.3605966039268
Order_No_8374,1555.9313957109061
Order_No_25818,2333.0728580732252
Order_No_18556,2512.8716637098114
Order_No_26935,2149.3400133018727
Order_No_28050,1155.9227817427018
Order_No_5535,2137.541826692439
Order_No_8726,1108.8589026065165
Order_No_18804,2196.895733100042
Order_No_19589,1080.577989383426
Order_No_12177,1010.6908917947876
Order_No_3542,521.2327183007002
Order_No_24374,1519.0880087642581
Order_No_5450,2251.161867675546
Order_No_12745,1615.659292676777
Order_No_11999,790.9624974875916
Order_No_24105,597.6904621534923
Order_No_8988,688.6243213299167
Order_No_11692,707.4035734824865
Order_No_16469,2912.748421477481
Order_No_17943,2141.1939770012978
Order_No_13634,1394.5021311729795
Order_No_1200,2276.666859977588
Order_No_7871,2818.127893583711
Order_No_13187,965.1451050608156
Order_No_2317,2530.444029862156
Order_No_18848,2338.782600524108
Order_No_21175,2404.3159361581197
Order_No_233,1544.8682216533343
Order_No_5028,2519.8393695448176
Order_No_21832,2656.944917405548
Order_No_27651,2545.132607611769
Order_No_13788,714.9688877250011
Order_No_2325,610.7395382663963
Order_No_15959,2345.6581406444893
Order_No_16106,1308.5665563303628
Order_No_2045,1901.741292846833
Order_No_16794,2339.4035373440784
Order_No_13569,2332.852730309103
Order_No_12638,1639.334858667862
Order_No_25946,2139.159931605973
Order_No_74,2203.0481617090413
Order_No_4646,1800.3536085821106
Order_No_16098,851.8237767008251
Order_No_7035,3204.429095053791
Order_No_19910,2106.768031665444
Order_No_15514,1650.0626110131561
Order_No_5062,1769.2313966677175
Order_No_1198,1264.579164481198
Order_No_21158,1380.9740986478864
Order_No_19140,1050.7330523825658
Order_No_10096,2543.9644389844034
Order_No_25197,622.3998374903023
Order_No_23298,1840.410349343292
Order_No_17639,1989.3947229879413
Order_No_19912,3291.5878420401496
Order_No_1499,714.8636942944867
Order_No_15290,2408.304646331584
Order_No_10788,2672.271320705477
Order_No_24495,1595.4375941383769
Order_No_11341,2382.4514965003327
Order_No_14505,3278.0510066455245
Order_No_20994,2476.3469481361103
Order_No_6040,1307.728402314824
Order_No_23162,1980.7137445670087
Order_No_4422,1649.0174716944255
Order_No_19007,1010.4245872943666
Order_No_27204,1000.0308870693207
Order_No_1174,975.7005877585616
Order_No_1508,1126.1982509376485
Order_No_27690,1100.0522356211677
Order_No_1325,1698.8915596460376
Order_No_15929,1769.9786786311688
Order_No_19938,1762.053474898799
Order_No_25835,1603.0135800441785
Order_No_1527,878.5621909565763
